model,MAE,Bias,Corr
baseline_P_next_X,0.14209725317699343,0.044081984634732556,0.6554922275667991
probe_P_next_X,0.03496690622268973,0.0008757137326876164,-0.39063631736343113
ablated_P_next_X,0.07237169132156265,-0.07233031544671661,0.24478420992124428
