layer,MAE,MSE_logodds,Corr
0,0.03401411610050394,0.027823013796498465,0.15500124587186107
1,0.03405176904315347,0.02769347490592811,0.1590418161248265
2,0.03420069878028655,0.02794187004132076,0.12555225571774162
