layer,MAE,MSE_logodds,Corr
2,0.37478755193383534,51.88351513943828,0.2598381736333321
1,0.380214065094058,52.13511147125899,0.24743368863243442
0,0.3811130521881115,52.06387638299976,0.2542606070683853
